"ORIGIN","n","pfail_raw","pdelay1hr_raw","pfail","pdelay1hr"
"ATL",3309,0.00332426715019643,0.037775763070414,0.00609626945132252,0.0450053225410663
"BNA",630,0.0111111111111111,0.0428571428571429,0.0235918943705387,0.0623361544369789
"BWI",851,0.00587544065804935,0.0716803760282021,0.014350639745298,0.0915537635329519
"CLT",358,0,0.058659217877095,0.013316582785452,0.0891766723883403
"DAL",3632,0.0126651982378855,0.068557268722467,0.0169869750192099,0.0774402454471148
"DEN",1861,0.00591080064481462,0.0650188070929608,0.0108235528536124,0.0774461973129116
"DFW",5242,0.0247996947729874,0.0995803128576879,0.029486717332356,0.108165357647197
"DTW",587,0.00851788756388416,0.0868824531516184,0.0207446228775168,0.113184463106744
"ELP",873,0.00343642611683849,0.0469644902634593,0.0107860539799804,0.0636138197785183
"EWR",222,0.0315315315315315,0.184684684684685,0.0658376870805903,0.242484313440572
"HOU",1427,0.00630693763139453,0.0595655220742817,0.0123044763994395,0.0734303237617631
"IAD",3,0,0,0.627208174095541,0.627208174095541
"IAH",3009,0.00897308075772682,0.0790960451977401,0.0131823339868511,0.0895201644487828
"JFK",304,0.00986842105263158,0.0625,0.03063534942038,0.096906453034479
"LAS",1406,0.00568990042674253,0.0625889046941678,0.0115617644769424,0.0768497441464898
"LAX",1699,0.00353148911124191,0.0594467333725721,0.00801148080489776,0.0720342865351938
"MCO",530,0,0.1,0.00903207017975647,0.12930300552813
"MDW",758,0.0184696569920844,0.0712401055408971,0.0313852557985577,0.0923965632990272
"MIA",103,0,0.0388349514563107,0.0448772760318676,0.100557415259892
"MSP",165,0.0181818181818182,0.115151515151515,0.0556537479531659,0.175010868874889
"MSY",93,0.010752688172043,0.032258064516129,0.066083632080853,0.096446905491455
"ORD",1088,0.015625,0.122242647058824,0.0253128419779636,0.143547729385359
"PHL",330,0.0121212121212121,0.136363636363636,0.0324993331234043,0.178772550514073
"PHX",1468,0.00544959128065395,0.0667574931880109,0.0110754319602532,0.0810521093429742
"SAN",683,0,0.0439238653001464,0.00702228101006419,0.0626594964759202
"SEA",364,0,0.0137362637362637,0.0130998117123387,0.0332634081562229
"SFO",569,0.0193321616871705,0.126537785588752,0.0351288514919448,0.157164597742943
"SLC",788,0.00126903553299492,0.032994923857868,0.0081534527676163,0.04847758662113
"STL",676,0.0014792899408284,0.0488165680473373,0.00949478201155603,0.0684171073611321
"TPA",344,0,0.0406976744186047,0.0138514015782721,0.0684308276735811
