"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"AA",1173,0.0315430520034101,0.0980392156862745,0.0435695193547314,0.116847865356197,1173,0.0238704177323103,0.0988917306052856,0.0346762477562382,0.117763600769387
"B6",186,0,0.043010752688172,0.0253342172829147,0.0850308953290049,186,0.00537634408602151,0.0268817204301075,0.0338770770022066,0.0641742781476567
"DL",2335,0.00599571734475375,0.0334047109207709,0.0102490769242632,0.0417186680199501,2336,0.00428082191780822,0.0355308219178082,0.00808137426190765,0.0440602962111563
"EV",11719,0.0377165287140541,0.103251130642546,0.041400396799297,0.10901050340134,11712,0.0364583333333333,0.106301229508197,0.0400869873006575,0.112133962823947
"F9",3086,0.00777705767984446,0.116655865197667,0.011700661495874,0.128723046309073,3093,0.0100226317491109,0.125444552214678,0.0143454150235687,0.137851566873961
"MQ",2438,0.0611156685808039,0.156275635767022,0.0715824945873127,0.171556327028691,2440,0.0516393442622951,0.130737704918033,0.0613858077141663,0.145006938554698
"NK",834,0.0191846522781775,0.117505995203837,0.0314960095162708,0.141728860786433,834,0.0191846522781775,0.128297362110312,0.0314960095162708,0.153311858961894
"OO",721,0.0319001386962552,0.0998613037447989,0.0480359637087039,0.124555852644292,720,0.025,0.0861111111111111,0.0398064462383763,0.10949787001747
"UA",7997,0.0138802050769038,0.0587720395148181,0.0167616080137741,0.0642607165537577,7994,0.0117588191143358,0.0735551663747811,0.0144383543381423,0.0796141133720408
"US",1628,0.0085995085995086,0.0276412776412776,0.0146817939477814,0.0370786953020743,1628,0.00368550368550369,0.0307125307125307,0.00835966444708843,0.0405579531784087
"WN",4580,0.0183406113537118,0.0585152838427948,0.0227688550903023,0.0658553297934688,4582,0.0159319074639895,0.0783500654735923,0.0200999331411279,0.0866711096676117
