"DEST","n","pfail_raw","pdelay1hr_raw","pfail","pdelay1hr"
"ATL",298,0.0100671140939597,0.0503355704697987,0.0312415908862454,0.0828170674201543
"AUS",669,0.00298953662182362,0.0463378176382661,0.0118693836726502,0.0656818797499392
"BOS",220,0.00909090909090909,0.122727272727273,0.0355541287315199,0.1743258355169
"BUR",2339,0.0290722530996152,0.076100897819581,0.0369105175743048,0.0878282163079014
"DAL",84,0.0357142857142857,0.202380952380952,0.106173054485914,0.30363085025282
"DEN",2338,0.0128314798973482,0.0517536355859709,0.0184612083810987,0.0617381517558299
"DFW",1631,0.0220723482526058,0.0735744941753525,0.0306940152567943,0.0876150249184737
"HNL",606,0.0033003300330033,0.037953795379538,0.0130932191402034,0.0570376036697715
"IAH",526,0.0114068441064639,0.032319391634981,0.0256867899543718,0.0520002062782314
"JFK",318,0.0345911949685535,0.122641509433962,0.0623106744363492,0.164481969170041
"KOA",190,0,0.0263157894736842,0.0248134527445909,0.0628616511197066
"LAS",3085,0.00842787682333874,0.0632090761750405,0.0124748888452157,0.0725676502978832
"LAX",7418,0.0152332165004044,0.063359396063629,0.0183617356739748,0.0692598756939715
"LIH",208,0.00961538461538462,0.0336538461538462,0.0375570021337226,0.070147454487449
"MDW",365,0.0136986301369863,0.0602739726027397,0.0331736365924439,0.0907153644234204
"MSP",509,0.00392927308447937,0.031434184675835,0.0155640837042461,0.0513354532839472
"OGG",730,0.00547945205479452,0.0397260273972603,0.014821410519689,0.0570815275178653
"ONT",1419,0.00634249471458774,0.0627202255109232,0.0123735501355017,0.0769210596014944
"ORD",689,0.0130624092888244,0.0740203193033382,0.0253685341414827,0.0966700874860398
"PDX",2302,0.000868809730668983,0.0395308427454387,0.00346770567368228,0.0485231460424011
"PHX",3399,0.00764930862018241,0.0476610767872904,0.0113251180283725,0.0555356179316545
"SAN",3311,0.0138930836605255,0.052552099063727,0.0186291773125126,0.0608805573966998
"SEA",4608,0.00347222222222222,0.0401475694444444,0.00573909513112926,0.046355027684349
"SLC",1989,0.00402212166918049,0.0266465560583208,0.00818297463341802,0.034935425680967
"SNA",2940,0.00918367346938776,0.0326530612244898,0.0134908802757625,0.0399003621081038
