"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ATL",2091,0.00717360114777618,0.0416068866571019,0.0120346949499766,0.0512949105498446,0.00757086141630505,0.0424778761061947
"BWI",352,0.0170454545454545,0.0767045454545455,0.0381823959001489,0.110455992013181,0.0173220973782772,0.0764705882352941
"DAL",1205,0.0224066390041494,0.0647302904564315,0.032787736051278,0.0804686263241004,0.0221840337447274,0.0651863600317209
"DEN",776,0.0244845360824742,0.0876288659793814,0.0385140161014292,0.110211159820142,0.0239661654135338,0.0867788461538462
"DFW",1847,0.0460205739036275,0.15755278830536,0.0568401296776529,0.175261097912443,0.0449484965144106,0.155123489227535
"DTW",275,0.0363636363636364,0.08,0.0673031258858484,0.119595220557996,0.0325528269560251,0.0791540785498489
"HOU",124,0,0.00806451612903226,0.0375487737506286,0.0501817655031819,0.0070281124497992,0.0288888888888889
"IAH",1896,0.0205696202531646,0.10126582278481,0.028245959071598,0.115998069201869,0.0204951298701299,0.100512295081967
"LAS",371,0.00539083557951483,0.0619946091644205,0.0212762919262198,0.0924291142154479,0.00761990138951143,0.0637002341920375
"LGA",254,0.0590551181102362,0.153543307086614,0.0967825760934576,0.204436822762496,0.0498177399756987,0.139354838709677
"MDW",363,0.0358126721763085,0.107438016528926,0.0615422860416445,0.144604179304148,0.0328617069831127,0.103102625298329
"ORD",2467,0.0526955816781516,0.160924199432509,0.0624670507028945,0.176277876095982,0.0516875147510031,0.159017043202537
"PHX",365,0.00547945205479452,0.0328767123287671,0.0216213027333306,0.0578319300918365,0.00772376192639709,0.038479809976247
