"DEST","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"DEN",60,0.0333333333333333,0.1,0.123015364784491,0.207679728470768,60,0,0.1,0.0747481590846096,0.207679728470768
"HNL",6345,0.00220646178092987,0.00945626477541371,0.00377853414924581,0.0122335698410438,6286,0.00143175310213172,0.00477251034043907,0.00280245578758605,0.00688154100065078
"LAX",1452,0.0117079889807163,0.0571625344352617,0.0189977540267216,0.0706681089726954,1452,0.00826446280991736,0.0557851239669422,0.0147302543928948,0.0691578998774072
"OAK",200,0,0.005,0.0236006281168767,0.0315614506870536,200,0,0.015,0.0236006281168767,0.0461617174960579
"OGG",1459,0.00274160383824537,0.00822481151473612,0.00744287314445156,0.0146598929382719,1519,0.00197498354180382,0.00921658986175115,0.00621456921997339,0.0157307069762544
"PDX",101,0.0099009900990099,0.0297029702970297,0.0610881507402224,0.0891843600449509,101,0.0099009900990099,0.0198019801980198,0.0610881507402224,0.0754578070543831
"PHX",349,0.0200573065902579,0.0429799426934097,0.0422748410967537,0.0709495696877419,349,0.00859598853868195,0.0573065902578797,0.0267432029700589,0.0880561153346159
"SAN",218,0.00458715596330275,0.0412844036697248,0.029011783376868,0.0786793898855307,217,0,0.00921658986175115,0.0217900440033474,0.0360345502663326
"SEA",592,0.00675675675675676,0.0304054054054054,0.0182453990209789,0.0483102678949123,593,0.0168634064080944,0.0404721753794266,0.0315883075129682,0.0602571176278082
"SFO",432,0.0347222222222222,0.0856481481481482,0.0575317650663704,0.116785091422669,432,0.0208333333333333,0.0740740740740741,0.0402500888249941,0.103665065048051
"SJC",208,0.00480769230769231,0.0144230769230769,0.0303750194941319,0.0444296407023302,208,0.00961538461538462,0.0336538461538462,0.0375570021337226,0.070147454487449
