"DEST","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"ATL",3189,0.00501724678582628,0.0417058639071809,0.0082872942057482,0.0494022379440524,3189,0.00407651301348385,0.0357478833490122,0.00711799275416584,0.0429520072173358
"BWI",781,0.0192061459667093,0.0691421254801537,0.0320464106256121,0.0897107155528661,769,0.0169050715214564,0.0832249674902471,0.0293278701184953,0.105483776316225
"CLT",1,0,0,0.838178046004133,0.838178046004133,1,0,0,0.838178046004133,0.838178046004133
"DAL",932,0.0107296137339056,0.0708154506437768,0.0201748380411562,0.08961756819516,929,0.00861141011840689,0.0753498385360603,0.017460418392403,0.0946437349282198
"DEN",361,0.0166204986149584,0.119113573407202,0.0372452544234778,0.157704586690863,362,0.00276243093922652,0.0607734806629834,0.0176226100137418,0.0914515519854033
"DFW",952,0.0294117647058824,0.118697478991597,0.0426581607511295,0.141335035244335,951,0.0189274447949527,0.0851735015772871,0.0302095487511857,0.105142487424677
"DTW",751,0.0106524633821571,0.0585885486018642,0.0215662665318644,0.0783376666760563,749,0.00934579439252336,0.0654205607476635,0.0198725572908754,0.086043419575232
"HOU",660,0.00909090909090909,0.0575757575757576,0.0205160746210104,0.0787081262014783,675,0.00592592592592593,0.0577777777777778,0.0160195677185596,0.0786650801163677
"IAH",1715,0.0215743440233236,0.0956268221574344,0.0298705637334949,0.110815839086249,1716,0.0151515151515152,0.0693473193473193,0.0223816924699131,0.0826814257559889
"LAS",365,0,0.0328767123287671,0.0130643674688631,0.0578319300918365,365,0,0.0602739726027397,0.0130643674688631,0.0907153644234204
"LGA",271,0.11070110701107,0.239852398523985,0.155036744802234,0.29540896937273,273,0.128205128205128,0.307692307692308,0.174454566150063,0.366069500959933
"MCO",720,0.00416666666666667,0.0958333333333333,0.0130616943956149,0.120172183595758,719,0.00417246175243394,0.0681502086230876,0.013079730718358,0.0895849145111105
"MDW",693,0.0202020202020202,0.0894660894660895,0.0343007816539031,0.113698334249675,694,0.0172910662824208,0.0720461095100865,0.0306703253141296,0.0943762060366893
"MIA",653,0.0214395099540582,0.0719754977029096,0.0363804978860377,0.095080388054371,653,0.0122511485451761,0.0459418070444104,0.0247735748585055,0.065501895253219
"MSP",61,0.0163934426229508,0.0327868852459016,0.0982033306789244,0.121153368961633,61,0.0491803278688525,0.0983606557377049,0.143025988372871,0.204574065672549
"ORD",1080,0.0425925925925926,0.133333333333333,0.056776890298062,0.155424205965079,1080,0.0435185185185185,0.135185185185185,0.0578228047718231,0.157388510027301
"TPA",685,0.00437956204379562,0.0496350364963504,0.0137240631350585,0.069205074791711,684,0.00292397660818713,0.0774853801169591,0.0116109813120429,0.100620908311389
