"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"AA",10055,0.0137245151665838,0.0829438090502238,0.0162540077030906,0.0886143957759023,10056,0.0127287191726333,0.0766706443914081,0.0151745219317827,0.0821497729007876
"AS",722,0.00277008310249307,0.0373961218836565,0.0110040847055361,0.0544807542476668,722,0.00415512465373961,0.0318559556786704,0.0130257705662399,0.0479701313691385
"B6",16965,0.0188623636899499,0.10297671676982,0.0210705744499174,0.107738487451766,16969,0.0183275384524722,0.0827980434910719,0.0205064418977844,0.0871291637628926
"DL",16485,0.00788595693054292,0.0572035183500152,0.00939329804449997,0.0609311616761547,16488,0.00758127122755944,0.0505215914604561,0.00906208495643424,0.0540450333271046
"EV",116,0.0344827586206897,0.120689655172414,0.0897911212877111,0.195396622416751,116,0.0258620689655172,0.120689655172414,0.0781497931571214,0.195396622416751
"F9",2928,0.0129781420765027,0.157445355191257,0.0179271934445193,0.171381679344009,2931,0.00989423404981235,0.137495735243944,0.0143361379499282,0.150722041786297
"FL",1885,0.00742705570291777,0.0594164456233422,0.0126871612451806,0.0713074509371123,1883,0.00584174190122146,0.0483271375464684,0.0106975199287882,0.0592506694821938
"NK",1724,0.0139211136890951,0.127030162412993,0.02090337203931,0.143961715659163,1724,0.0110208816705336,0.0980278422273782,0.0174243577139346,0.113325024297255
"UA",12321,0.0132294456618781,0.0848957065173281,0.0154578435016266,0.0900553214736561,12319,0.0110398571312607,0.0777660524393214,0.0130944377536282,0.0827318882704465
"US",9266,0.0111159076192532,0.0492121735376646,0.0135250814678144,0.0539084279220782,9266,0.00701489315778114,0.0549320094970861,0.00898721010483357,0.0598648176000199
"VX",370,0.00540540540540541,0.0432432432432432,0.0213330270701782,0.0702635623046267,368,0.00271739130434783,0.0244565217391304,0.0173389924401539,0.0471355952273483
"WN",35948,0.0119060865694893,0.076666295760543,0.0131070349545697,0.0795205890687629,35938,0.0125215649173577,0.0676164505537314,0.0137513875635841,0.0703142641651234
