"DEST","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail_ac.x","pdelay1hr_ac.x","pfail_bayes.x","pdelay1hr_bayes.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail_ac.y","pdelay1hr_ac.y","pfail_bayes.y","pdelay1hr_bayes.y"
"ATL",1070,0.011214953271028,0.0401869158878505,0.0199575240688466,0.0541269370160345,0.0117010129235068,0.0419182948490231,1070,0.00747663551401869,0.0327102803738318,0.0151722928634211,0.0455811297247923,0.00820817324484806,0.0348134991119005
"AUS",3,0,0.333333333333333,0.627208174095541,0.802659240404558,0.0179028132992327,0.088135593220339,3,0,0,0.627208174095541,0.627208174095541,0.0179028132992327,0.0711864406779661
"DAL",316,0.00632911392405063,0.0316455696202532,0.0249216293214699,0.058740806834958,0.00869120654396728,0.0381720430107527,315,0.00317460317460317,0.0317460317460317,0.0202124584896173,0.0589236460672052,0.0061506919528447,0.0382749326145553
"DEN",3793,0.00632744529396256,0.0506195623517005,0.00952411468455143,0.0582396112623639,0.00656636161522155,0.0509742790335152,3793,0.00738201950962299,0.0453466912733984,0.0107745825419807,0.052612652485525,0.00760043431053203,0.0457781241881008
"DFW",3298,0.0233474833232262,0.0682231655548817,0.0292436257955824,0.0775526442851586,0.0232420253764971,0.0683363148479427,3298,0.0191024863553669,0.0645845967252881,0.0245199941912165,0.0736992604000404,0.0190916637021226,0.0647584973166369
"EWR",871,0.0275545350172216,0.0619977037887486,0.0411947231253205,0.0805483188615296,0.0268442189811879,0.0627831715210356,820,0.025609756097561,0.0609756097560976,0.0393893827947909,0.0800482040542955,0.0250223413762288,0.0618721461187215
"HOU",420,0.00714285714285714,0.05,0.0222775684648415,0.0762450112095282,0.00888529886914378,0.0529411764705882,420,0.0119047619047619,0.0380952380952381,0.0288859457062171,0.0620358868327531,0.012924071082391,0.042436974789916
"IAH",1603,0.01621958827199,0.0536494073611978,0.023951712612363,0.0661112213717319,0.0163270170420689,0.0543701024713683,1650,0.0139393939393939,0.0672727272727273,0.0211149563976878,0.0807262403086691,0.0141432877347554,0.0675263774912075
"LAS",2592,0.00771604938271605,0.0393518518518519,0.0120728034130257,0.0477593806182745,0.00802339532093581,0.0401057401812689,2590,0.00656370656370656,0.0335907335907336,0.0106730192899849,0.0414577709523039,0.00690379708839862,0.0344671201814059
"MDW",3,0,0,0.627208174095541,0.627208174095541,0.0179028132992327,0.0711864406779661,3,0,0,0.627208174095541,0.627208174095541,0.0179028132992327,0.0711864406779661
"MSP",1008,0.00198412698412698,0.0158730158730159,0.00789731920433079,0.0260963249166589,0.00313884785819793,0.018984962406015,1008,0.000992063492063492,0.0128968253968254,0.0063823747690508,0.0224193147254213,0.00221565731166913,0.0161654135338346
"OAK",2695,0.00667903525046382,0.037847866419295,0.0107117714275881,0.0459426672734646,0.00700310446899141,0.0386041439476554,2692,0.0037147102526003,0.0293462109955423,0.00701512135926992,0.0366200064159946,0.00411968777103209,0.0302765647743814
"ORD",2274,0.0175901495162709,0.06948109058927,0.0240743804346773,0.080945395795497,0.0176230206027584,0.0696137339055794,2268,0.0238095238095238,0.0608465608465608,0.0311536227370085,0.0717093455857114,0.0236428815295323,0.0611876075731497
"PDX",1005,0.00398009950248756,0.0398009950248756,0.0107873061657244,0.0542010415418658,0.00499907424551009,0.0416588124410933,1005,0.00497512437810945,0.0437810945273632,0.0121636428273213,0.0587233387479915,0.00592482873541937,0.0454288407163054
"PHX",4214,0.00616990982439487,0.0327479829140959,0.00913888587309009,0.0387075113704842,0.00638813764804626,0.0333021077283372,4216,0.00450664136622391,0.0284629981024668,0.0071427295408072,0.0340684974662023,0.00475391498881432,0.0290730337078652
"SEA",2551,0.0066640533124265,0.0196001568012544,0.0108357428130971,0.0259392127218867,0.0070063209199604,0.0207901802838512,2550,0.00588235294117647,0.0145098039215686,0.00987420560250163,0.0201230489409209,0.00624714307481335,0.0158096699923254
"SFO",4678,0.0312099187687046,0.133604104318085,0.0367243495773702,0.143871460513591,0.0310106875368173,0.132910857625687,4693,0.0294054975495419,0.0837417430215214,0.0347687840844638,0.0921952597456464,0.0292353508661549,0.0836386607706886
"SJC",2940,0.0105442176870748,0.0394557823129252,0.0150898612946224,0.0473117227175113,0.0107455558503582,0.0401201602136182,2940,0.00918367346938776,0.0326530612244898,0.0134908802757625,0.0399003621081038,0.00941894401698063,0.0334445927903872
"SLC",1711,0.00350672121566335,0.0233781414377557,0.00795547813291998,0.0319543939298784,0.00414287313850633,0.0250141482739106,1711,0.00292226767971946,0.0227936879018118,0.0071607536998645,0.0312841077968655,0.00358302541708655,0.0244482173174873
"SMF",2324,0.00688468158347676,0.0425989672977625,0.0113627207025017,0.0518294261398889,0.00725241747249083,0.0433613445378151,2324,0.00430292598967298,0.0228055077452668,0.00812299139447018,0.0299210218355707,0.00475158386128709,0.0240336134453782
