"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ALB",5,0,0,0.499382028649922,0.499382028649922,0.0174563591022444,0.0688524590163934
"ATL",4269,0.00491918482080112,0.0313890840946357,0.00762129979039677,0.0371986037921588,0.00515630035449565,0.0319537572254335
"BDL",404,0.0272277227722772,0.0940594059405941,0.0492531612587782,0.127483001920101,0.0258764607679466,0.0917391304347826
"BNA",105,0.0380952380952381,0.0761904761904762,0.0987361171839249,0.147040918327517,0.0299667036625971,0.0757763975155279
"BOS",1630,0.0233128834355828,0.098159509202454,0.0321256594078709,0.113929636786284,0.0231057940417546,0.0973902728351127
"BUF",77,0,0.0649350649350649,0.0591764199999356,0.148860393288017,0.00919842312746386,0.0691729323308271
"BWI",1274,0.0156985871271586,0.0627943485086342,0.0244911880522268,0.0778717686510284,0.0158612511117699,0.0633082706766917
"CLE",637,0.010989010989011,0.0769230769230769,0.0233349912869513,0.100940541263648,0.0117944397641112,0.0767676767676768
"CLT",1889,0.00847008999470619,0.0391741662255161,0.0139698061006306,0.049171689954433,0.00885856837389268,0.0402056555269923
"CMH",516,0.00387596899224806,0.0658914728682171,0.0153549724701442,0.0914945497208707,0.0057510148849797,0.0667832167832168
"CVG",352,0.00284090909090909,0.0511363636363636,0.0181165022507168,0.0805881934571836,0.00561797752808989,0.0544117647058824
"DCA",830,0.0192771084337349,0.0602409638554217,0.0316465397051802,0.0790951513733392,0.019222271321255,0.0611738148984199
"DEN",370,0,0.0486486486486487,0.0128899848870874,0.0767428732202333,0.00314465408805031,0.052112676056338
"DFW",1219,0.0237899917965546,0.0935192780968007,0.0343364627559241,0.11160561091067,0.0234894143099985,0.0927058823529412
"DTW",1471,0.00203942895989123,0.0503059143439837,0.0064166438162732,0.0630376049783001,0.00284568619842194,0.0512115258677145
"EWR",1496,0.0207219251336898,0.0655080213903743,0.0295746947133201,0.0795478904410573,0.0206211812627291,0.0658505154639175
"GRR",97,0,0.0824742268041237,0.0475275531796318,0.158448509137133,0.00813008130081301,0.0797385620915033
"HOU",12,0.0833333333333333,0.166666666666667,0.38265618744995,0.46650635094611,0.0275229357798165,0.0911764705882353
"HPN",365,0.0273972602739726,0.0575342465753425,0.0509881258352571,0.0875011564081368,0.0258973194002726,0.0598574821852732
"IAD",159,0.0251572327044025,0.176100628930818,0.0663065573330028,0.244755557713396,0.0230572160546541,0.149767441860465
"IAH",644,0.0201863354037267,0.0496894409937888,0.0349626379401809,0.0699874023873677,0.0200222469410456,0.0517142857142857
"IND",782,0.00639386189258312,0.0690537084398977,0.0156079990522744,0.0895974764423369,0.00746616892207186,0.0694510739856802
"JFK",1275,0.0352941176470588,0.122352941176471,0.047268978389523,0.141935608514597,0.0343652792178936,0.120360631104433
"LGA",732,0.0273224043715847,0.165300546448087,0.0424450614227739,0.194623578377029,0.0265113974231913,0.158883248730964
"MCI",50,0,0.06,0.0884361975176823,0.171482672891691,0.0111821086261981,0.0679245283018868
"MDW",1226,0.0179445350734095,0.0823817292006525,0.0273999172602889,0.0995360474028937,0.0179833999385183,0.0820592823712949
"MKE",639,0.00625978090766823,0.081377151799687,0.0169145709014262,0.105857344979852,0.00756090730887707,0.080863309352518
"MSP",903,0.00221483942414175,0.035437430786268,0.00881055123170417,0.0501005906269017,0.00347577182580249,0.037747653806048
"ORD",1675,0.00955223880597015,0.0853731343283582,0.0157472750884816,0.100071345126814,0.00994172094617758,0.0850375505488157
"PHL",947,0.0168954593453009,0.0527983104540655,0.0277650845511609,0.0694241478350878,0.0170221091762864,0.0540378863409771
"PIT",478,0.00418410041841004,0.0606694560669456,0.0165630039654147,0.0866628326397812,0.00614605929139552,0.0621722846441948
"PVD",49,0,0.0816326530612245,0.0900857997711692,0.200251929010821,0.0112721417069243,0.0780952380952381
"STL",594,0.00673400673400673,0.0538720538720539,0.0181845162318407,0.0757951954085991,0.00806933652121937,0.0556923076923077
