"ORIGIN","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ALB",316,0.0126582278481013,0.0316455696202532,0.0339151069481887,0.058740806834958,0.0138036809815951,0.0381720430107527
"ATL",7573,0.00435758616136274,0.0406708041727189,0.00617722055270175,0.0454646638803902,0.00449779032975079,0.0409227945995543
"AUS",753,0.00132802124833997,0.0424966799468791,0.00853002729593243,0.0599696208888445,0.00289785076068582,0.0447466007416564
"BDL",1004,0.0199203187250996,0.0667330677290837,0.031029659312516,0.0843596834202069,0.0198295033358043,0.0671698113207547
"BNA",832,0.0108173076923077,0.0492788461538462,0.0210400302351731,0.0667142825114896,0.0114638447971781,0.0509009009009009
"BOS",2133,0.0210970464135021,0.103141115799344,0.0283386483052827,0.117084258196505,0.0210125894393624,0.102421196893559
"BUF",624,0.016025641025641,0.0480769230769231,0.0300345397124119,0.0685058798812229,0.016304347826087,0.0502941176470588
"BWI",3898,0.0151359671626475,0.0890200102616727,0.0196047977178817,0.0985784339707956,0.0152018524111547,0.0888214466363176
"CLE",754,0.0106100795755968,0.0663129973474801,0.0214811320684173,0.0869640154958023,0.0113362276893391,0.0669135802469136
"CLT",2716,0.00478645066273932,0.0430780559646539,0.00835462455905316,0.051593687748757,0.00515907136715391,0.0437229437229437
"CMH",314,0.0127388535031847,0.0668789808917197,0.0341274924938208,0.101378255092854,0.0138746145940391,0.0681081081081081
"CVG",449,0,0.0512249443207127,0.0106449811245627,0.0766449136735669,0.00267073636016788,0.0538613861386139
"DAL",550,0.00727272727272727,0.0418181818181818,0.0196252319411052,0.062764916316296,0.00863723608445298,0.0448844884488449
"DCA",2284,0.0118213660245184,0.0577933450087566,0.0173522097582522,0.0683843925664561,0.012037978975924,0.0582051282051282
"DEN",1214,0.0107084019769358,0.0658978583196046,0.0186355682200597,0.0816835047645072,0.0111697176543593,0.0662992125984252
"DFW",2549,0.0160847391133778,0.0819929384072185,0.0219365301811691,0.0935469102759493,0.016157305083454,0.0818426103646833
"DTW",2125,0.00235294117647059,0.0475294117647059,0.00576927967049121,0.0576799896202677,0.00290882647032088,0.048234754699679
"EWR",3719,0.0217800484001076,0.0890024200053778,0.0271331226761148,0.0987983207545151,0.021717358072848,0.088794701986755
"HOU",735,0.00136054421768707,0.0693877551020408,0.00873756851858073,0.0907014722571841,0.00296223154776598,0.0697850821744627
"HPN",728,0.0260989010989011,0.0851648351648352,0.0410283160938811,0.108312227564115,0.025398406374502,0.0844387755102041
"IAD",142,0.0140845070422535,0.147887323943662,0.0544166092027117,0.217834229021847,0.0156537753222836,0.127272727272727
"IAH",1841,0.00434546442151005,0.0695274307441608,0.00883869502239591,0.0823769428699305,0.00490554221897505,0.0696889826041117
"IND",307,0.00977198697068404,0.0586319218241042,0.0303409666996671,0.0921282831572937,0.0115122972265829,0.0611570247933884
"JAX",804,0.00373134328358209,0.0385572139303483,0.0117057888958658,0.0547674041054517,0.00500454959053685,0.0409302325581395
"JFK",4557,0.0247970155804257,0.101821373710775,0.0298565000739259,0.111139902410756,0.0246966883986011,0.101495772815955
"LAS",786,0.0089058524173028,0.10559796437659,0.0189439555521408,0.129644164291242,0.00975383186251742,0.103562945368171
"LAX",1658,0.00482509047044632,0.0615199034981906,0.00981076995906276,0.0744570550466328,0.00542349411493192,0.0619603267211202
"LGA",4933,0.0261504155686195,0.114534765862558,0.0311090348738554,0.123922510255654,0.0260372988299189,0.114091000200441
"MCI",319,0.00626959247648903,0.0595611285266458,0.024690882474094,0.0924526509415198,0.00862506341958397,0.0618666666666667
"MCO",362,0.00828729281767956,0.0635359116022099,0.025796403090207,0.0946787696429278,0.010064043915828,0.0650717703349282
"MDW",1219,0.0106644790812141,0.0795734208367514,0.0185595407202089,0.0965472827727333,0.0111265646731572,0.0793725490196078
"MKE",390,0.0102564102564103,0.0384615384615385,0.0275673464654448,0.0636201757023837,0.0116079105760963,0.0430493273542601
"MSP",590,0.00508474576271186,0.0389830508474576,0.0159146027904886,0.0585644785016051,0.00661455201443175,0.0421052631578947
"MSY",811,0.00863131935881628,0.0850801479654747,0.0183641462541911,0.106873028746709,0.00947867298578199,0.0844290657439446
"ORD",2221,0.0126069338135975,0.0783430886987843,0.0183731911423745,0.0905447134967253,0.0128037627384374,0.0782608695652174
"PHL",2031,0.0162481536189069,0.0817331363860167,0.0229631289934895,0.0947566968912735,0.0163327319342892,0.0815524676569238
"PHX",706,0.0056657223796034,0.0481586402266289,0.015321458667986,0.067171573648282,0.00691244239631337,0.0501312335958005
"PIT",667,0.00149925037481259,0.0344827586206897,0.00962198069566057,0.0518806894187778,0.00323362974939369,0.0376210235131397
"PVD",877,0.0228050171037628,0.080957810718358,0.0354857704146935,0.101435575017109,0.0224742701113212,0.0806002143622722
"RDU",656,0.00914634146341463,0.0457317073170732,0.0206400996349824,0.0652061047723353,0.0101203501094092,0.0480337078651685
"RIC",352,0.0142045454545455,0.0426136363636364,0.0343798346759026,0.0703564972187969,0.0149812734082397,0.0470588235294118
"SEA",365,0,0.0164383561643836,0.0130643674688631,0.036843353173782,0.00318037255792821,0.0242280285035629
"SFO",1413,0.00707714083510262,0.0700636942675159,0.0133371946233353,0.0849471997413616,0.00766026071764548,0.0702518720217835
"SJU",2787,0.00932902762827413,0.0513096519555077,0.0138050110252185,0.0603544436577605,0.00957305569142617,0.0517762926486106
"SLC",1,0,0,0.838178046004133,0.838178046004133,0.0183727034120735,0.0736842105263158
"STL",519,0.00770712909441233,0.0578034682080925,0.0207854631030968,0.0821455610797445,0.00908784920902053,0.0594782608695652
