"DEST","n","pfail_raw","pdelay1hr_raw","pfail","pdelay1hr"
"ATL",1763,0.00964265456608054,0.0657969370391378,0.0156597630615101,0.0786573928910878
"CVG",162,0.0123456790123457,0.0679012345679012,0.0479006828893304,0.120017977373799
"DEN",305,0.00983606557377049,0.0655737704918033,0.0305365891918862,0.100455406269249
"DFW",2482,0.0366639806607575,0.125302175664786,0.0450213591348468,0.139212074028744
"DTW",71,0.0140845070422535,0.0422535211267606,0.085254833995939,0.124273250652514
"EWR",264,0.0833333333333333,0.223484848484848,0.124436404339023,0.278836459982896
"IAH",1218,0.0254515599343186,0.0927750410509031,0.0362789952404093,0.110812998001494
"LAX",49,0,0.163265306122449,0.0900857997711692,0.296164878437057
"LGA",581,0.072289156626506,0.218588640275387,0.0970219428021482,0.254795398530981
"MSP",290,0.0103448275862069,0.0620689655172414,0.0320882466433233,0.097396895255311
"ORD",2902,0.0472088215024121,0.16815988973122,0.0557497627889517,0.182507641583128
"SLC",1,0,0,0.838178046004133,0.838178046004133
