"CARRIER","n.x","pfail_raw.x","pdelay1hr_raw.x","pfail.x","pdelay1hr.x","n.y","pfail_raw.y","pdelay1hr_raw.y","pfail.y","pdelay1hr.y"
"AA",14303,0.0334894777319443,0.0933370621547927,0.0366338001346773,0.098317550774749,14301,0.0369904202503321,0.101880987343542,0.0402812594219924,0.107053001225347
"B6",6132,0.0257664709719504,0.127527723418134,0.0301444278417044,0.136294036267185,6140,0.0278501628664495,0.136319218241042,0.0323784006619918,0.145317457191183
"DL",25488,0.0218141870684244,0.0942796610169492,0.0237221135500557,0.0980048772215143,25485,0.025387482833039,0.101824602707475,0.0274352904652032,0.105676560030505
"EV",10617,0.0780823208062541,0.178487331637939,0.0834528522020553,0.186041575491754,10624,0.0811370481927711,0.184299698795181,0.0865964943968163,0.191942367738726
"F9",834,0.026378896882494,0.201438848920863,0.0401630487490234,0.230646803208265,827,0.0253929866989117,0.157194679564692,0.0390589591399427,0.184205043546222
"FL",120,0.025,0.0916666666666667,0.0756535823544688,0.159859982581221,120,0,0.05,0.0387542298700925,0.10863978157568
"MQ",14675,0.0808177172061329,0.166541737649063,0.0854340481971834,0.172784089893996,14677,0.089323431218914,0.187367990733801,0.09414577154203,0.193895201191806
"NK",1629,0.0564763658686311,0.187231430325353,0.0690902367074038,0.20733466499946,1625,0.0572307692307692,0.174153846153846,0.0699304096117273,0.193780496111873
"OO",247,0.0769230769230769,0.161943319838057,0.118619024509064,0.214451970593563,247,0.0688259109311741,0.17004048582996,0.109089040052736,0.22329766496377
"UA",8674,0.0396587502882177,0.116555222504035,0.044071556178062,0.123625807948871,8673,0.0425458318920789,0.152772973596218,0.047100400095941,0.160660821030056
"US",13094,0.0613257980754544,0.107835649915992,0.0656568656294488,0.113378455383099,13093,0.0623997555945925,0.121515313526312,0.0667647455345852,0.127343123281894
"VX",876,0.0376712328767123,0.131278538812785,0.0529482654604613,0.155845356860149,877,0.0364880273660205,0.169897377423033,0.0515716897474457,0.196789259096681
"WN",10259,0.046300809045716,0.121454332780973,0.0506336836559039,0.128054083272929,10259,0.046300809045716,0.133638756214056,0.0506336836559039,0.140502092801871
